statut_compte_courant;duree_mois;credit_history;objectif_credit;montant_credit;etat_epargne;anciennete_emploi;taux_remboursement;situation_personnelle;autres_garants;anciennete_logement;importance_biens;age;autres_plans_paiement;type_logement;nombre_credits_existants;categorie_emploi;nombre_personnes_a_charge;possede_telephone;travailleur_etranger;classe
0<=X<200;15;retards antérieurs;réparations;1512;>=1000;1<=X<4;3;homme marié/veuf;aucun;3;assurance vie;61;magasins;propriétaire;2;qualifié;1;aucun;oui;mauvais
pas_de_compte;36;critique/autre crédit existant;voiture occasion;11054;épargne inconnue;1<=X<4;4;homme célibataire;aucun;2;voiture;30;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
pas_de_compte;6;existant remboursé;radio/tv;518;<100;1<=X<4;3;femme div/dép/mariée;aucun;1;immobilier;29;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;12;aucun crédit/tout remboursé;meubles/équipement;2759;<100;>=7;2;homme célibataire;aucun;4;assurance vie;34;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
pas_de_compte;24;existant remboursé;voiture occasion;2670;<100;>=7;4;homme célibataire;aucun;4;voiture;35;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
<0;24;existant remboursé;nouvelle voiture;4817;<100;4<=X<7;2;homme célibataire;co-emprunteur;3;assurance vie;31;aucun;propriétaire;1;qualifié;1;oui;oui;mauvais
pas_de_compte;24;existant remboursé;voiture occasion;2679;<100;<1;4;femme div/dép/mariée;aucun;1;pas de propriété;29;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
<0;11;critique/autre crédit existant;nouvelle voiture;3905;<100;1<=X<4;2;homme célibataire;aucun;2;immobilier;36;aucun;locataire;2;qualifié;2;aucun;oui;bon
<0;12;existant remboursé;voiture occasion;3386;<100;>=7;3;homme célibataire;aucun;4;pas de propriété;35;aucun;gratuit;1;qualifié;1;oui;oui;mauvais
<0;6;existant remboursé;électroménager;343;<100;<1;4;femme div/dép/mariée;aucun;1;immobilier;27;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;18;existant remboursé;radio/tv;4594;<100;<1;3;homme célibataire;aucun;2;voiture;32;aucun;propriétaire;1;qualifié;1;oui;oui;bon
<0;36;existant remboursé;meubles/équipement;3620;<100;1<=X<4;1;homme célibataire;garant;2;assurance vie;37;aucun;propriétaire;1;qualifié;2;aucun;oui;bon
<0;15;existant remboursé;nouvelle voiture;1721;<100;<1;2;homme célibataire;aucun;3;immobilier;36;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
0<=X<200;12;existant remboursé;meubles/équipement;3017;<100;<1;3;femme div/dép/mariée;aucun;1;immobilier;34;aucun;locataire;1;hautement qualifié/indépendant/cadre;1;aucun;oui;bon
0<=X<200;12;existant remboursé;formation professionnelle;754;épargne inconnue;>=7;4;homme célibataire;aucun;4;assurance vie;38;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
pas_de_compte;18;existant remboursé;affaires;1950;<100;4<=X<7;4;homme célibataire;aucun;1;voiture;34;magasins;propriétaire;2;qualifié;1;oui;oui;bon
<0;24;existant remboursé;voiture occasion;2924;<100;1<=X<4;3;homme célibataire;garant;4;pas de propriété;63;banque;propriétaire;1;qualifié;2;oui;oui;bon
<0;24;retards antérieurs;radio/tv;1659;<100;<1;4;femme div/dép/mariée;aucun;2;voiture;29;aucun;locataire;1;unqualifié resident;1;oui;oui;mauvais
pas_de_compte;48;retards antérieurs;radio/tv;7238;épargne inconnue;>=7;3;homme célibataire;aucun;3;voiture;32;banque;propriétaire;2;qualifié;2;aucun;oui;bon
pas_de_compte;33;retards antérieurs;affaires;2764;<100;1<=X<4;2;femme div/dép/mariée;aucun;2;voiture;26;aucun;propriétaire;2;qualifié;1;oui;oui;bon
pas_de_compte;24;retards antérieurs;voiture occasion;4679;<100;4<=X<7;3;homme célibataire;aucun;3;voiture;35;aucun;propriétaire;2;unqualifié resident;1;oui;oui;bon
0<=X<200;24;existant remboursé;radio/tv;3092;100<=X<500;<1;3;homme marié/veuf;aucun;2;voiture;22;aucun;locataire;1;qualifié;1;oui;oui;mauvais
<0;6;existant remboursé;études;448;<100;<1;4;femme div/dép/mariée;aucun;4;assurance vie;23;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
<0;9;existant remboursé;nouvelle voiture;654;<100;1<=X<4;4;homme célibataire;aucun;3;voiture;28;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;mauvais
pas_de_compte;6;existant remboursé;formation professionnelle;1238;épargne inconnue;sans emploi;4;homme célibataire;aucun;4;assurance vie;36;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;2;oui;oui;bon
0<=X<200;18;critique/autre crédit existant;radio/tv;1245;<100;1<=X<4;4;homme marié/veuf;aucun;2;voiture;33;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
<0;18;aucun crédit/tout remboursé;meubles/équipement;3114;<100;<1;1;femme div/dép/mariée;aucun;4;assurance vie;26;aucun;locataire;1;qualifié;1;aucun;oui;mauvais
pas_de_compte;39;existant remboursé;voiture occasion;2569;500<=X<1000;1<=X<4;4;homme célibataire;aucun;4;voiture;24;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
>=200;24;existant remboursé;radio/tv;5152;<100;4<=X<7;4;homme célibataire;aucun;2;voiture;25;banque;propriétaire;1;qualifié;1;aucun;oui;bon
0<=X<200;12;existant remboursé;affaires;1037;100<=X<500;4<=X<7;3;homme célibataire;aucun;4;immobilier;39;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;bon
<0;15;critique/autre crédit existant;meubles/équipement;1478;<100;>=7;4;homme célibataire;aucun;4;voiture;44;aucun;propriétaire;2;qualifié;2;oui;oui;bon
0<=X<200;12;critique/autre crédit existant;radio/tv;3573;<100;1<=X<4;1;femme div/dép/mariée;aucun;1;immobilier;23;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;bon
0<=X<200;24;existant remboursé;nouvelle voiture;1201;<100;<1;4;homme célibataire;aucun;1;assurance vie;26;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
<0;30;existant remboursé;meubles/équipement;3622;>=1000;>=7;4;femme div/dép/mariée;aucun;4;assurance vie;57;aucun;locataire;2;qualifié;1;oui;oui;bon
pas_de_compte;15;retards antérieurs;meubles/équipement;960;>=1000;4<=X<7;3;femme div/dép/mariée;aucun;2;assurance vie;30;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
pas_de_compte;12;critique/autre crédit existant;nouvelle voiture;1163;500<=X<1000;1<=X<4;4;homme célibataire;aucun;4;immobilier;44;aucun;propriétaire;1;qualifié;1;oui;oui;bon
0<=X<200;6;retards antérieurs;nouvelle voiture;1209;<100;sans emploi;4;homme célibataire;aucun;4;assurance vie;47;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;mauvais
pas_de_compte;12;existant remboursé;radio/tv;3077;<100;1<=X<4;2;homme célibataire;aucun;4;voiture;52;aucun;propriétaire;1;qualifié;1;oui;oui;bon
pas_de_compte;24;existant remboursé;nouvelle voiture;3757;<100;>=7;4;femme div/dép/mariée;co-emprunteur;4;pas de propriété;62;aucun;gratuit;1;qualifié;1;oui;oui;bon
pas_de_compte;10;existant remboursé;nouvelle voiture;1418;100<=X<500;1<=X<4;3;homme célibataire;aucun;2;immobilier;35;aucun;locataire;1;unqualifié resident;1;aucun;non;bon
pas_de_compte;6;existant remboursé;nouvelle voiture;3518;<100;1<=X<4;2;homme célibataire;garant;3;assurance vie;26;aucun;locataire;1;qualifié;1;aucun;oui;bon
pas_de_compte;12;critique/autre crédit existant;radio/tv;1934;<100;>=7;2;homme célibataire;aucun;2;pas de propriété;26;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
0<=X<200;27;aucun crédit/tout remboursé;affaires;8318;<100;>=7;2;femme div/dép/mariée;aucun;4;pas de propriété;42;aucun;gratuit;2;hautement qualifié/indépendant/cadre;1;oui;oui;mauvais
pas_de_compte;6;critique/autre crédit existant;radio/tv;1237;100<=X<500;1<=X<4;1;femme div/dép/mariée;aucun;1;assurance vie;27;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
0<=X<200;6;existant remboursé;radio/tv;368;épargne inconnue;>=7;4;homme célibataire;aucun;4;assurance vie;38;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
<0;12;critique/autre crédit existant;nouvelle voiture;2122;<100;1<=X<4;3;homme célibataire;aucun;2;immobilier;39;aucun;locataire;2;unqualifié resident;2;aucun;non;bon
<0;24;existant remboursé;meubles/équipement;2996;épargne inconnue;1<=X<4;2;homme marié/veuf;aucun;4;voiture;20;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
0<=X<200;36;existant remboursé;meubles/équipement;9034;100<=X<500;<1;4;homme célibataire;co-emprunteur;1;pas de propriété;29;aucun;locataire;1;hautement qualifié/indépendant/cadre;1;oui;oui;mauvais
pas_de_compte;24;critique/autre crédit existant;meubles/équipement;1585;<100;4<=X<7;4;homme célibataire;aucun;3;assurance vie;40;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
0<=X<200;18;existant remboursé;radio/tv;1301;<100;>=7;4;homme marié/veuf;garant;2;immobilier;32;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;bon
>=200;6;critique/autre crédit existant;nouvelle voiture;1323;100<=X<500;>=7;2;homme divorcé/séparé;aucun;4;voiture;28;aucun;propriétaire;2;qualifié;2;oui;oui;bon
<0;24;existant remboursé;nouvelle voiture;3123;<100;<1;4;femme div/dép/mariée;aucun;1;assurance vie;27;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
<0;36;existant remboursé;voiture occasion;5493;<100;>=7;2;homme célibataire;aucun;4;pas de propriété;42;aucun;gratuit;1;qualifié;2;aucun;oui;bon
>=200;9;existant remboursé;radio/tv;1126;100<=X<500;>=7;2;homme divorcé/séparé;aucun;4;immobilier;49;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
0<=X<200;24;critique/autre crédit existant;radio/tv;1216;100<=X<500;<1;4;homme célibataire;aucun;4;pas de propriété;38;banque;propriétaire;2;qualifié;2;aucun;oui;mauvais
<0;24;existant remboursé;nouvelle voiture;1207;<100;<1;4;femme div/dép/mariée;aucun;4;assurance vie;24;aucun;locataire;1;qualifié;1;aucun;oui;mauvais
pas_de_compte;10;existant remboursé;nouvelle voiture;1309;épargne inconnue;1<=X<4;4;homme célibataire;garant;4;assurance vie;27;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;mauvais
>=200;15;critique/autre crédit existant;voiture occasion;2360;500<=X<1000;1<=X<4;2;homme célibataire;aucun;2;voiture;36;aucun;propriétaire;1;qualifié;1;oui;oui;bon
0<=X<200;15;tout remboursé;nouvelle voiture;6850;100<=X<500;sans emploi;1;homme célibataire;aucun;2;assurance vie;34;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;2;oui;oui;mauvais
pas_de_compte;24;existant remboursé;radio/tv;1413;<100;1<=X<4;4;homme marié/veuf;aucun;2;assurance vie;28;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;39;existant remboursé;voiture occasion;8588;100<=X<500;>=7;4;homme célibataire;aucun;2;voiture;45;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
<0;12;existant remboursé;nouvelle voiture;759;<100;4<=X<7;4;homme célibataire;aucun;2;immobilier;26;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
pas_de_compte;36;existant remboursé;voiture occasion;4686;<100;1<=X<4;2;homme célibataire;aucun;2;pas de propriété;32;aucun;gratuit;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
>=200;15;existant remboursé;affaires;2687;<100;4<=X<7;2;homme célibataire;aucun;4;assurance vie;26;aucun;locataire;1;qualifié;1;oui;oui;bon
0<=X<200;12;retards antérieurs;radio/tv;585;<100;1<=X<4;4;homme marié/veuf;co-emprunteur;4;immobilier;20;aucun;locataire;2;qualifié;1;aucun;oui;bon
pas_de_compte;24;existant remboursé;nouvelle voiture;2255;épargne inconnue;<1;4;homme célibataire;aucun;1;assurance vie;54;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
<0;6;critique/autre crédit existant;nouvelle voiture;609;<100;4<=X<7;4;femme div/dép/mariée;aucun;3;assurance vie;37;aucun;propriétaire;2;qualifié;1;aucun;non;bon
<0;6;critique/autre crédit existant;nouvelle voiture;1361;<100;<1;2;homme célibataire;aucun;4;immobilier;40;aucun;propriétaire;1;unqualifié resident;2;aucun;non;bon
pas_de_compte;36;critique/autre crédit existant;meubles/équipement;7127;<100;<1;2;femme div/dép/mariée;aucun;4;assurance vie;23;aucun;locataire;2;qualifié;1;oui;oui;mauvais
<0;6;existant remboursé;nouvelle voiture;1203;100<=X<500;>=7;3;homme célibataire;aucun;2;assurance vie;43;aucun;propriétaire;1;qualifié;1;oui;oui;bon
pas_de_compte;6;critique/autre crédit existant;radio/tv;700;épargne inconnue;>=7;4;homme célibataire;aucun;4;pas de propriété;36;aucun;gratuit;2;qualifié;1;aucun;oui;bon
pas_de_compte;24;critique/autre crédit existant;réparations;5507;<100;>=7;3;homme célibataire;aucun;4;pas de propriété;44;aucun;gratuit;2;qualifié;1;aucun;oui;bon
<0;18;existant remboursé;radio/tv;3190;<100;1<=X<4;2;femme div/dép/mariée;aucun;2;immobilier;24;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
<0;48;aucun crédit/tout remboursé;meubles/équipement;7119;<100;1<=X<4;3;homme célibataire;aucun;4;pas de propriété;53;aucun;gratuit;2;qualifié;2;aucun;oui;mauvais
pas_de_compte;24;existant remboursé;voiture occasion;3488;100<=X<500;4<=X<7;3;femme div/dép/mariée;aucun;4;voiture;23;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
0<=X<200;18;existant remboursé;radio/tv;1113;<100;1<=X<4;4;femme div/dép/mariée;garant;4;immobilier;26;aucun;propriétaire;1;unqualifié resident;2;aucun;oui;bon
0<=X<200;26;existant remboursé;voiture occasion;7966;<100;<1;2;homme célibataire;aucun;3;voiture;30;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
pas_de_compte;15;critique/autre crédit existant;études;1532;100<=X<500;1<=X<4;4;femme div/dép/mariée;aucun;3;voiture;31;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;4;critique/autre crédit existant;radio/tv;1503;<100;4<=X<7;2;homme célibataire;aucun;1;immobilier;42;aucun;propriétaire;2;unqualifié resident;2;aucun;oui;bon
<0;36;existant remboursé;radio/tv;2302;<100;1<=X<4;4;homme divorcé/séparé;aucun;4;voiture;31;aucun;locataire;1;qualifié;1;aucun;oui;mauvais
<0;6;existant remboursé;nouvelle voiture;662;<100;<1;3;homme célibataire;aucun;4;immobilier;41;aucun;propriétaire;1;unqualifié resident;2;oui;oui;bon
0<=X<200;36;existant remboursé;études;2273;<100;4<=X<7;3;homme célibataire;aucun;1;voiture;32;aucun;propriétaire;2;qualifié;2;aucun;oui;bon
0<=X<200;15;existant remboursé;nouvelle voiture;2631;100<=X<500;1<=X<4;2;femme div/dép/mariée;aucun;4;voiture;28;aucun;locataire;2;qualifié;1;oui;oui;mauvais
pas_de_compte;12;retards antérieurs;voiture occasion;1503;<100;1<=X<4;4;homme marié/veuf;aucun;4;immobilier;41;aucun;locataire;1;qualifié;1;aucun;oui;bon
pas_de_compte;24;existant remboursé;radio/tv;1311;100<=X<500;4<=X<7;4;homme marié/veuf;aucun;3;assurance vie;26;aucun;propriétaire;1;qualifié;1;oui;oui;bon
pas_de_compte;24;existant remboursé;radio/tv;3105;épargne inconnue;<1;4;homme célibataire;aucun;2;voiture;25;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
>=200;21;critique/autre crédit existant;études;2319;<100;<1;2;homme divorcé/séparé;aucun;1;voiture;33;aucun;locataire;1;qualifié;1;aucun;oui;mauvais
<0;6;existant remboursé;nouvelle voiture;1374;épargne inconnue;sans emploi;4;femme div/dép/mariée;aucun;3;assurance vie;75;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
0<=X<200;18;critique/autre crédit existant;meubles/équipement;3612;<100;>=7;3;femme div/dép/mariée;aucun;4;assurance vie;37;aucun;propriétaire;1;qualifié;1;oui;oui;bon
<0;48;existant remboursé;nouvelle voiture;7763;<100;>=7;4;homme célibataire;aucun;4;pas de propriété;42;banque;gratuit;1;hautement qualifié/indépendant/cadre;1;aucun;oui;mauvais
>=200;18;existant remboursé;meubles/équipement;3049;<100;<1;1;femme div/dép/mariée;aucun;1;assurance vie;45;magasins;propriétaire;1;unqualifié resident;1;aucun;oui;bon
0<=X<200;12;existant remboursé;radio/tv;1534;<100;<1;1;homme marié/veuf;aucun;1;immobilier;23;aucun;locataire;1;qualifié;1;aucun;oui;mauvais
pas_de_compte;24;retards antérieurs;nouvelle voiture;2032;<100;>=7;4;homme célibataire;aucun;4;pas de propriété;60;aucun;gratuit;2;qualifié;1;oui;oui;bon
<0;30;existant remboursé;meubles/équipement;6350;épargne inconnue;>=7;4;homme célibataire;aucun;4;assurance vie;31;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
>=200;18;existant remboursé;meubles/équipement;2864;<100;1<=X<4;2;homme célibataire;aucun;1;immobilier;34;aucun;propriétaire;1;unqualifié resident;2;aucun;oui;mauvais
pas_de_compte;12;critique/autre crédit existant;nouvelle voiture;1255;<100;>=7;4;homme célibataire;aucun;4;immobilier;61;aucun;propriétaire;2;unqualifié resident;1;aucun;oui;bon
<0;24;retards antérieurs;nouvelle voiture;1333;<100;sans emploi;4;homme célibataire;aucun;2;immobilier;43;aucun;gratuit;2;qualifié;2;aucun;oui;mauvais
pas_de_compte;24;critique/autre crédit existant;nouvelle voiture;2022;<100;1<=X<4;4;femme div/dép/mariée;aucun;4;voiture;37;aucun;propriétaire;1;qualifié;1;oui;oui;bon
pas_de_compte;24;existant remboursé;radio/tv;1552;<100;4<=X<7;3;homme célibataire;aucun;1;voiture;32;banque;propriétaire;1;qualifié;2;aucun;oui;bon
<0;12;tout remboursé;radio/tv;626;<100;1<=X<4;4;femme div/dép/mariée;aucun;4;immobilier;24;banque;propriétaire;1;unqualifié resident;1;aucun;oui;mauvais
pas_de_compte;48;critique/autre crédit existant;voiture occasion;8858;épargne inconnue;4<=X<7;2;homme célibataire;aucun;1;pas de propriété;35;aucun;gratuit;2;qualifié;1;oui;oui;bon
pas_de_compte;12;critique/autre crédit existant;réparations;996;épargne inconnue;4<=X<7;4;femme div/dép/mariée;aucun;4;immobilier;23;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
pas_de_compte;6;tout remboursé;radio/tv;1750;500<=X<1000;>=7;2;homme célibataire;aucun;4;assurance vie;45;banque;propriétaire;1;unqualifié resident;2;aucun;oui;bon
<0;48;existant remboursé;radio/tv;6999;<100;4<=X<7;1;homme marié/veuf;garant;1;immobilier;34;aucun;propriétaire;2;qualifié;1;oui;oui;mauvais
0<=X<200;12;critique/autre crédit existant;nouvelle voiture;1995;100<=X<500;<1;4;homme célibataire;aucun;1;voiture;27;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
0<=X<200;9;existant remboursé;études;1199;<100;4<=X<7;4;femme div/dép/mariée;aucun;4;assurance vie;67;aucun;propriétaire;2;hautement qualifié/indépendant/cadre;1;oui;oui;bon
0<=X<200;12;existant remboursé;radio/tv;1331;<100;<1;2;homme célibataire;aucun;1;voiture;22;magasins;propriétaire;1;qualifié;1;aucun;oui;mauvais
0<=X<200;18;aucun crédit/tout remboursé;nouvelle voiture;2278;100<=X<500;<1;3;femme div/dép/mariée;aucun;3;voiture;28;aucun;propriétaire;2;qualifié;1;aucun;oui;mauvais
pas_de_compte;21;aucun crédit/tout remboursé;nouvelle voiture;5003;épargne inconnue;1<=X<4;1;femme div/dép/mariée;aucun;4;assurance vie;29;banque;propriétaire;2;qualifié;1;oui;oui;mauvais
<0;24;tout remboursé;meubles/équipement;3552;<100;4<=X<7;3;homme célibataire;aucun;4;voiture;27;banque;propriétaire;1;qualifié;1;aucun;oui;mauvais
0<=X<200;18;critique/autre crédit existant;meubles/équipement;1928;<100;<1;2;homme célibataire;aucun;2;immobilier;31;aucun;propriétaire;2;unqualifié resident;1;aucun;oui;mauvais
<0;24;existant remboursé;voiture occasion;2964;épargne inconnue;>=7;4;homme célibataire;aucun;4;pas de propriété;49;banque;gratuit;1;qualifié;2;oui;oui;bon
<0;24;tout remboursé;radio/tv;1546;<100;4<=X<7;4;homme célibataire;garant;4;voiture;24;banque;locataire;1;unqualifié resident;1;aucun;oui;mauvais
>=200;6;retards antérieurs;radio/tv;683;<100;<1;2;femme div/dép/mariée;aucun;1;assurance vie;29;banque;propriétaire;1;qualifié;1;aucun;oui;bon
0<=X<200;36;existant remboursé;nouvelle voiture;12389;épargne inconnue;1<=X<4;1;homme célibataire;aucun;4;pas de propriété;37;aucun;gratuit;1;qualifié;1;oui;oui;mauvais
0<=X<200;24;retards antérieurs;affaires;4712;épargne inconnue;1<=X<4;4;homme célibataire;aucun;2;assurance vie;37;banque;propriétaire;2;hautement qualifié/indépendant/cadre;1;oui;oui;bon
0<=X<200;24;retards antérieurs;radio/tv;1553;100<=X<500;4<=X<7;3;femme div/dép/mariée;aucun;2;assurance vie;23;aucun;locataire;2;qualifié;1;oui;oui;bon
<0;12;existant remboursé;nouvelle voiture;1372;<100;4<=X<7;2;homme divorcé/séparé;aucun;3;voiture;36;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
pas_de_compte;24;critique/autre crédit existant;radio/tv;2578;>=1000;>=7;2;homme célibataire;aucun;2;voiture;34;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
0<=X<200;48;existant remboursé;radio/tv;3979;épargne inconnue;4<=X<7;4;homme célibataire;aucun;1;voiture;41;aucun;propriétaire;2;qualifié;2;oui;oui;bon
<0;48;existant remboursé;radio/tv;6758;<100;1<=X<4;3;femme div/dép/mariée;aucun;2;voiture;31;aucun;propriétaire;1;qualifié;1;oui;oui;mauvais
<0;24;existant remboursé;meubles/équipement;3234;<100;<1;4;femme div/dép/mariée;aucun;4;immobilier;23;aucun;locataire;1;unqualifié resident;1;oui;oui;mauvais
pas_de_compte;30;critique/autre crédit existant;radio/tv;5954;<100;4<=X<7;3;homme célibataire;co-emprunteur;2;voiture;38;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;24;existant remboursé;voiture occasion;5433;épargne inconnue;sans emploi;2;femme div/dép/mariée;aucun;4;assurance vie;26;aucun;locataire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
<0;15;existant remboursé;affaires;806;<100;1<=X<4;4;femme div/dép/mariée;aucun;4;assurance vie;22;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;bon
0<=X<200;9;existant remboursé;radio/tv;1082;<100;>=7;4;homme célibataire;aucun;4;voiture;27;aucun;propriétaire;2;unqualifié resident;1;aucun;oui;bon
pas_de_compte;15;critique/autre crédit existant;meubles/équipement;2788;<100;4<=X<7;2;femme div/dép/mariée;co-emprunteur;3;voiture;24;banque;propriétaire;2;qualifié;1;aucun;oui;bon
0<=X<200;12;existant remboursé;radio/tv;2930;<100;4<=X<7;2;femme div/dép/mariée;aucun;1;immobilier;27;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;24;critique/autre crédit existant;études;1927;épargne inconnue;1<=X<4;3;femme div/dép/mariée;aucun;2;voiture;33;aucun;propriétaire;2;qualifié;1;oui;oui;bon
0<=X<200;36;critique/autre crédit existant;nouvelle voiture;2820;<100;<1;4;homme divorcé/séparé;aucun;4;voiture;27;aucun;propriétaire;2;qualifié;1;aucun;oui;mauvais
pas_de_compte;24;existant remboursé;formation professionnelle;937;<100;<1;4;homme marié/veuf;aucun;3;voiture;27;aucun;propriétaire;2;unqualifié resident;1;aucun;oui;bon
0<=X<200;18;critique/autre crédit existant;nouvelle voiture;1056;<100;>=7;3;homme célibataire;garant;3;immobilier;30;banque;propriétaire;2;qualifié;1;aucun;oui;mauvais
0<=X<200;12;critique/autre crédit existant;nouvelle voiture;3124;<100;<1;1;homme célibataire;aucun;3;immobilier;49;banque;propriétaire;2;unqualifié resident;2;aucun;oui;bon
pas_de_compte;9;existant remboursé;meubles/équipement;1388;<100;1<=X<4;4;femme div/dép/mariée;aucun;2;immobilier;26;aucun;locataire;1;qualifié;1;aucun;oui;bon
0<=X<200;36;existant remboursé;réparations;2384;<100;<1;4;homme célibataire;aucun;1;pas de propriété;33;aucun;locataire;1;unqualifié resident;1;aucun;oui;mauvais
pas_de_compte;12;existant remboursé;nouvelle voiture;2133;épargne inconnue;>=7;4;femme div/dép/mariée;aucun;4;pas de propriété;52;aucun;gratuit;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
<0;18;existant remboursé;meubles/équipement;2039;<100;1<=X<4;1;femme div/dép/mariée;aucun;4;immobilier;20;banque;locataire;1;qualifié;1;aucun;oui;mauvais
<0;9;critique/autre crédit existant;nouvelle voiture;2799;<100;1<=X<4;2;homme célibataire;aucun;2;immobilier;36;aucun;locataire;2;qualifié;2;aucun;oui;bon
<0;12;existant remboursé;meubles/équipement;1289;<100;1<=X<4;4;homme célibataire;garant;1;assurance vie;21;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;bon
<0;18;existant remboursé;électroménager;1217;<100;1<=X<4;4;homme marié/veuf;aucun;3;immobilier;47;aucun;propriétaire;1;unqualifié resident;1;oui;oui;mauvais
<0;12;critique/autre crédit existant;meubles/équipement;2246;<100;>=7;3;homme célibataire;aucun;3;assurance vie;60;aucun;propriétaire;2;qualifié;1;aucun;oui;mauvais
<0;12;critique/autre crédit existant;radio/tv;385;<100;4<=X<7;4;femme div/dép/mariée;aucun;3;immobilier;58;aucun;propriétaire;4;unqualifié resident;1;oui;oui;bon
0<=X<200;24;retards antérieurs;nouvelle voiture;1965;épargne inconnue;1<=X<4;4;femme div/dép/mariée;aucun;4;voiture;42;aucun;locataire;2;qualifié;1;oui;oui;bon
pas_de_compte;21;existant remboursé;affaires;1572;>=1000;>=7;4;femme div/dép/mariée;aucun;4;immobilier;36;banque;propriétaire;1;unqualifié resident;1;aucun;oui;bon
0<=X<200;24;existant remboursé;nouvelle voiture;2718;<100;1<=X<4;3;femme div/dép/mariée;aucun;4;assurance vie;20;aucun;locataire;1;unqualifié resident;1;oui;oui;mauvais
<0;24;tout remboursé;autre;1358;épargne inconnue;>=7;4;homme célibataire;aucun;3;voiture;40;magasins;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;mauvais
0<=X<200;6;tout remboursé;nouvelle voiture;931;100<=X<500;<1;1;femme div/dép/mariée;aucun;1;assurance vie;32;magasins;propriétaire;1;unqualifié resident;1;aucun;oui;mauvais
<0;24;existant remboursé;nouvelle voiture;1442;<100;4<=X<7;4;femme div/dép/mariée;aucun;4;voiture;23;aucun;locataire;2;qualifié;1;aucun;oui;mauvais
0<=X<200;24;aucun crédit/tout remboursé;affaires;4241;<100;1<=X<4;1;homme célibataire;aucun;4;immobilier;36;aucun;propriétaire;3;unqualifié resident;1;oui;oui;mauvais
pas_de_compte;18;critique/autre crédit existant;nouvelle voiture;2775;<100;4<=X<7;2;homme célibataire;aucun;2;assurance vie;31;banque;propriétaire;2;qualifié;1;aucun;oui;mauvais
pas_de_compte;24;retards antérieurs;affaires;3863;<100;1<=X<4;1;homme célibataire;aucun;2;pas de propriété;32;aucun;gratuit;1;qualifié;1;aucun;oui;bon
0<=X<200;7;existant remboursé;radio/tv;2329;<100;<1;1;femme div/dép/mariée;garant;1;immobilier;45;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
